precise_ID,sample_id,study,project,condition,rep_id,Biological Replicates,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,Time in phase [h],Growth Rate (1/hr),CTR [mol/h],D-glucose consumed [cmol],OD [-],base volume [ml],citrate [mmol/L],pyruvate [mmol/L],succinate [mmol/L],formate [mmol/L],lactate [mmol/L],ethanol [mmol/L],Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,DOI,GEO,Published,SRX,Run,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_replicate_correlations
ecoli_00346,oxyR__oxyR_ale20_h2o2__2,OxyR ALE,oxyR,oxyR_ale20_h2o2,2,2,08/03/2019,Escherichia coli OxyR.20.40,GMOS,M9,glucose(4),NH4Cl(1),O2,,H2O2(2mM),37,7,,Batch,,,,,,,,,,,,,Endpoint,Clonal,HiSeq 4000,,https://doi.org/10.1093/molbev/msz251,,1,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,oxyR:oxyR_ale20_h2o2,TRUE
ecoli_00347,svns_pgi__BmePgi24_15__1,SvNS PGI,svns_pgi,BmePgi24_15,1,2,05/04/2019,Escherichia coli BmePgi 24.15,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,Midpoint,Clonal,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,svns_pgi:BmePgi24_15,TRUE
ecoli_00348,svns_pgi__BmePgi24_15__2,SvNS PGI,svns_pgi,BmePgi24_15,2,2,05/04/2019,Escherichia coli BmePgi 24.15,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,Midpoint,Clonal,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,svns_pgi:BmePgi24_15,TRUE
ecoli_00349,svns_pgi__BmePgi24_26__1,SvNS PGI,svns_pgi,BmePgi24_26,1,2,05/04/2019,Escherichia coli BmePgi 24.26,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,Endpoint,Clonal,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,svns_pgi:BmePgi24_26,TRUE
ecoli_00350,svns_pgi__BmePgi24_26__2,SvNS PGI,svns_pgi,BmePgi24_26,2,2,05/04/2019,Escherichia coli BmePgi 24.26,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,Endpoint,Clonal,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,svns_pgi:BmePgi24_26,TRUE
ecoli_00351,svns_pgi__BmePgi24_41__1,SvNS PGI,svns_pgi,BmePgi24_41,1,2,05/04/2019,Escherichia coli BmePgi 24.41,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,Midpoint,Clonal,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,svns_pgi:BmePgi24_41,TRUE
ecoli_00352,svns_pgi__BmePgi24_41__2,SvNS PGI,svns_pgi,BmePgi24_41,2,2,05/04/2019,Escherichia coli BmePgi 24.41,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,Midpoint,Clonal,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,svns_pgi:BmePgi24_41,TRUE
ecoli_00353,svns_pgi__BmePgi24_52__1,SvNS PGI,svns_pgi,BmePgi24_52,1,2,05/04/2019,Escherichia coli BmePgi 24.52,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,Endpoint,Clonal,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,svns_pgi:BmePgi24_52,TRUE
ecoli_00354,svns_pgi__BmePgi24_52__2,SvNS PGI,svns_pgi,BmePgi24_52,2,2,05/04/2019,Escherichia coli BmePgi 24.52,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,Endpoint,Clonal,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,svns_pgi:BmePgi24_52,TRUE
ecoli_00355,svns_pgi__PaePgi2_34__1,SvNS PGI,svns_pgi,PaePgi2_34,1,2,09/05/2019,Escherichia coli PaePgi 2.34,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,Midpoint,Clonal,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,svns_pgi:PaePgi2_34,TRUE
ecoli_00356,svns_pgi__PaePgi2_34__2,SvNS PGI,svns_pgi,PaePgi2_34,2,2,09/05/2019,Escherichia coli PaePgi 2.34,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,Midpoint,Clonal,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,svns_pgi:PaePgi2_34,TRUE
ecoli_00357,svns_pgi__PaePgi2_63__1,SvNS PGI,svns_pgi,PaePgi2_63,1,2,09/05/2019,Escherichia coli PaePgi 2.63,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,Endpoint,Clonal,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,svns_pgi:PaePgi2_63,TRUE
ecoli_00358,svns_pgi__PaePgi2_63__2,SvNS PGI,svns_pgi,PaePgi2_63,2,2,09/05/2019,Escherichia coli PaePgi 2.63,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,Endpoint,Clonal,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,svns_pgi:PaePgi2_63,TRUE
ecoli_00359,svns_pgi__PaePgi24_54__1,SvNS PGI,svns_pgi,PaePgi24_54,1,2,09/05/2019,Escherichia coli PaePgi 24.54,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,Midpoint,Clonal,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,svns_pgi:PaePgi24_54,TRUE
ecoli_00360,svns_pgi__PaePgi24_54__2,SvNS PGI,svns_pgi,PaePgi24_54,2,2,09/05/2019,Escherichia coli PaePgi 24.54,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,Midpoint,Clonal,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,svns_pgi:PaePgi24_54,TRUE
ecoli_00361,svns_pgi__PaePgi24_90__1,SvNS PGI,svns_pgi,PaePgi24_90,1,2,09/05/2019,Escherichia coli PaePgi 24.90,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,Endpoint,Clonal,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,svns_pgi:PaePgi24_90,TRUE
ecoli_00362,svns_pgi__PaePgi24_90__2,SvNS PGI,svns_pgi,PaePgi24_90,2,2,09/05/2019,Escherichia coli PaePgi 24.90,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,Endpoint,Clonal,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,svns_pgi:PaePgi24_90,TRUE
ecoli_00363,abx_media__m9_ctrl__1,AntibiotICA,abx_media,m9_ctrl,1,2,03/07/2019,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:m9_ctrl,TRUE
ecoli_00364,abx_media__m9_ctrl__2,AntibiotICA,abx_media,m9_ctrl,2,2,03/07/2019,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:m9_ctrl,TRUE
ecoli_00365,abx_media__rpmi_ctrl__1,AntibiotICA,abx_media,rpmi_ctrl,1,2,03/07/2019,Escherichia coli K-12 MG1655,MG1655,RPMI+10%LB,,,O2,,,37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_ctrl,TRUE
ecoli_00366,abx_media__rpmi_ctrl__2,AntibiotICA,abx_media,rpmi_ctrl,2,2,03/07/2019,Escherichia coli K-12 MG1655,MG1655,RPMI+10%LB,,,O2,,,37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_ctrl,TRUE
ecoli_00367,abx_media__camhb_ctrl__1,AntibiotICA,abx_media,camhb_ctrl,1,2,03/07/2019,Escherichia coli K-12 MG1655,MG1655,CAMHB,,,O2,,,37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,abx_media:camhb_ctrl,TRUE
ecoli_00368,abx_media__camhb_ctrl__2,AntibiotICA,abx_media,camhb_ctrl,2,2,03/07/2019,Escherichia coli K-12 MG1655,MG1655,CAMHB,,,O2,,,37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:camhb_ctrl,TRUE
ecoli_00369,abx_media__m9_mero__1,AntibiotICA,abx_media,m9_mero,1,2,03/07/2019,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,meropenem(128ug/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:m9_mero,TRUE
ecoli_00370,abx_media__m9_mero__2,AntibiotICA,abx_media,m9_mero,2,2,03/07/2019,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,meropenem(128ug/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:m9_mero,TRUE
ecoli_00371,abx_media__rpmi_mero__1,AntibiotICA,abx_media,rpmi_mero,1,2,03/07/2019,Escherichia coli K-12 MG1655,MG1655,RPMI+10%LB,,,O2,,meropenem(32ug/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_mero,TRUE
ecoli_00372,abx_media__rpmi_mero__2,AntibiotICA,abx_media,rpmi_mero,2,2,03/07/2019,Escherichia coli K-12 MG1655,MG1655,RPMI+10%LB,,,O2,,meropenem(32ug/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_mero,TRUE
ecoli_00373,abx_media__camhb_mero__1,AntibiotICA,abx_media,camhb_mero,1,2,03/07/2019,Escherichia coli K-12 MG1655,MG1655,CAMHB,,,O2,,meropenem(256ug/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:camhb_mero,TRUE
ecoli_00374,abx_media__camhb_mero__2,AntibiotICA,abx_media,camhb_mero,2,2,03/07/2019,Escherichia coli K-12 MG1655,MG1655,CAMHB,,,O2,,meropenem(256ug/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:camhb_mero,TRUE
ecoli_00375,abx_media__m9_trisulf__1,AntibiotICA,abx_media,m9_trisulf,1,2,08/07/2019,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,trimethoprim-sulfamethoxazole(131mg/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:m9_trisulf,TRUE
ecoli_00376,abx_media__m9_trisulf__2,AntibiotICA,abx_media,m9_trisulf,2,2,08/07/2019,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,trimethoprim-sulfamethoxazole(131mg/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:m9_trisulf,TRUE
ecoli_00377,abx_media__rpmi_trisulf__1,AntibiotICA,abx_media,rpmi_trisulf,1,2,08/07/2019,Escherichia coli K-12 MG1655,MG1655,RPMI+10%LB,,,O2,,trimethoprim-sulfamethoxazole(16mg/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_trisulf,TRUE
ecoli_00378,abx_media__rpmi_trisulf__2,AntibiotICA,abx_media,rpmi_trisulf,2,2,08/07/2019,Escherichia coli K-12 MG1655,MG1655,RPMI+10%LB,,,O2,,trimethoprim-sulfamethoxazole(16mg/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_trisulf,TRUE
ecoli_00379,abx_media__camhb_trisulf__1,AntibiotICA,abx_media,camhb_trisulf,1,2,08/07/2019,Escherichia coli K-12 MG1655,MG1655,CAMHB,,,O2,,trimethoprim-sulfamethoxazole(16mg/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:camhb_trisulf,TRUE
ecoli_00380,abx_media__camhb_trisulf__2,AntibiotICA,abx_media,camhb_trisulf,2,2,08/07/2019,Escherichia coli K-12 MG1655,MG1655,CAMHB,,,O2,,trimethoprim-sulfamethoxazole(16mg/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:camhb_trisulf,TRUE
ecoli_00381,abx_media__m9_cef__1,AntibiotICA,abx_media,m9_cef,1,2,08/07/2019,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,ceftriaxone(4.1mg/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:m9_cef,TRUE
ecoli_00382,abx_media__m9_cef__2,AntibiotICA,abx_media,m9_cef,2,2,08/07/2019,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,ceftriaxone(4.1mg/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:m9_cef,TRUE
ecoli_00383,abx_media__rpmi_cef__1,AntibiotICA,abx_media,rpmi_cef,1,2,08/07/2019,Escherichia coli K-12 MG1655,MG1655,RPMI+10%LB,,,O2,,ceftriaxone(256ug/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_cef,TRUE
ecoli_00384,abx_media__rpmi_cef__2,AntibiotICA,abx_media,rpmi_cef,2,2,08/07/2019,Escherichia coli K-12 MG1655,MG1655,RPMI+10%LB,,,O2,,ceftriaxone(256ug/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_cef,TRUE
ecoli_00385,abx_media__camhb_cef__1,AntibiotICA,abx_media,camhb_cef,1,2,08/07/2019,Escherichia coli K-12 MG1655,MG1655,CAMHB,,,O2,,ceftriaxone(256ug/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:camhb_cef,TRUE
ecoli_00386,abx_media__camhb_cef__2,AntibiotICA,abx_media,camhb_cef,2,2,08/07/2019,Escherichia coli K-12 MG1655,MG1655,CAMHB,,,O2,,ceftriaxone(256ug/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:camhb_cef,TRUE
ecoli_00387,abx_media__m9_cipro__1,AntibiotICA,abx_media,m9_cipro,1,2,08/07/2019,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,ciprofloxacin(32ug/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:m9_cipro,TRUE
ecoli_00388,abx_media__m9_cipro__2,AntibiotICA,abx_media,m9_cipro,2,2,08/07/2019,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,ciprofloxacin(32ug/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:m9_cipro,TRUE
ecoli_00389,abx_media__rpmi_cipro__1,AntibiotICA,abx_media,rpmi_cipro,1,2,08/07/2019,Escherichia coli K-12 MG1655,MG1655,RPMI+10%LB,,,O2,,ciprofloxacin(64ug/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_cipro,TRUE
ecoli_00390,abx_media__rpmi_cipro__2,AntibiotICA,abx_media,rpmi_cipro,2,2,08/07/2019,Escherichia coli K-12 MG1655,MG1655,RPMI+10%LB,,,O2,,ciprofloxacin(64ug/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_cipro,TRUE
ecoli_00391,abx_media__camhb_cipro__1,AntibiotICA,abx_media,camhb_cipro,1,2,08/07/2019,Escherichia coli K-12 MG1655,MG1655,CAMHB,,,O2,,ciprofloxacin(16ug/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:camhb_cipro,TRUE
ecoli_00392,abx_media__camhb_cipro__2,AntibiotICA,abx_media,camhb_cipro,2,2,08/07/2019,Escherichia coli K-12 MG1655,MG1655,CAMHB,,,O2,,ciprofloxacin(16ug/mL),37,7,,Batch,,,,,,,,,,,,,No,,NextSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:camhb_cipro,TRUE
ecoli_00393,hot_tale__42c_ale3_30c__1,HOT ALE,hot_tale,42c_ale3_30c,1,2,27/09/2018,Escherichia coli 42C.3.120.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,,0.61943,,,,,,,,,,,Endpoint,Clonal,HiSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:42c_ale3_30c,TRUE
ecoli_00394,hot_tale__42c_ale3_30c__2,HOT ALE,hot_tale,42c_ale3_30c,2,2,27/09/2018,Escherichia coli 42C.3.120.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,,0.610159,,,,,,,,,,,Endpoint,Clonal,HiSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:42c_ale3_30c,TRUE
ecoli_00395,hot_tale__42c_ale3_37c__1,HOT ALE,hot_tale,42c_ale3_37c,1,2,27/09/2018,Escherichia coli 42C.3.120.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,0.957325,,,,,,,,,,,Endpoint,Clonal,HiSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:42c_ale3_37c,TRUE
ecoli_00396,hot_tale__42c_ale3_37c__2,HOT ALE,hot_tale,42c_ale3_37c,2,2,27/09/2018,Escherichia coli 42C.3.120.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,0.958287,,,,,,,,,,,Endpoint,Clonal,HiSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:42c_ale3_37c,TRUE
ecoli_00397,hot_tale__42c_ale3_44c__1,HOT ALE,hot_tale,42c_ale3_44c,1,2,17/10/2018,Escherichia coli 42C.3.120.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,,0.558411,,,,,,,,,,,Endpoint,Clonal,HiSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:42c_ale3_44c,TRUE
ecoli_00398,hot_tale__42c_ale3_44c__2,HOT ALE,hot_tale,42c_ale3_44c,2,2,17/10/2018,Escherichia coli 42C.3.120.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,,0.571729,,,,,,,,,,,Endpoint,Clonal,HiSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:42c_ale3_44c,TRUE
ecoli_00399,hot_tale__hot_ale3_mid_30c__1,HOT ALE,hot_tale,hot_ale3_mid_30c,1,2,27/09/2018,Escherichia coli HOT_mutL.3.181.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,,0.43315,,,,,,,,,,,Midpoint,Clonal,HiSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale3_mid_30c,TRUE
ecoli_00400,hot_tale__hot_ale3_mid_30c__2,HOT ALE,hot_tale,hot_ale3_mid_30c,2,2,27/09/2018,Escherichia coli HOT_mutL.3.181.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,,0.423586,,,,,,,,,,,Midpoint,Clonal,HiSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale3_mid_30c,TRUE
ecoli_00401,hot_tale__hot_ale3_mid_37c__1,HOT ALE,hot_tale,hot_ale3_mid_37c,1,2,27/09/2018,Escherichia coli HOT_mutL.3.181.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,0.846304,,,,,,,,,,,Midpoint,Clonal,HiSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale3_mid_37c,TRUE
ecoli_00402,hot_tale__hot_ale3_mid_37c__2,HOT ALE,hot_tale,hot_ale3_mid_37c,2,2,27/09/2018,Escherichia coli HOT_mutL.3.181.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,0.833011,,,,,,,,,,,Midpoint,Clonal,HiSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale3_mid_37c,TRUE
ecoli_00403,hot_tale__hot_ale3_mid_44c__1,HOT ALE,hot_tale,hot_ale3_mid_44c,1,2,27/09/2018,Escherichia coli HOT_mutL.3.181.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,,0.66749,,,,,,,,,,,Midpoint,Clonal,HiSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,hot_tale:hot_ale3_mid_44c,TRUE
ecoli_00404,hot_tale__hot_ale3_mid_44c__2,HOT ALE,hot_tale,hot_ale3_mid_44c,2,2,27/09/2018,Escherichia coli HOT_mutL.3.181.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,,0.686846,,,,,,,,,,,Midpoint,Clonal,HiSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale3_mid_44c,TRUE
ecoli_00405,hot_tale__hot_ale3_30c__1,HOT ALE,hot_tale,hot_ale3_30c,1,2,27/09/2018,Escherichia coli HOT_mutL.3.228.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,,0.395072,,,,,,,,,,,Endpoint,Clonal,HiSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale3_30c,TRUE
ecoli_00406,hot_tale__hot_ale3_30c__2,HOT ALE,hot_tale,hot_ale3_30c,2,2,27/09/2018,Escherichia coli HOT_mutL.3.228.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,,0.405645,,,,,,,,,,,Endpoint,Clonal,HiSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale3_30c,TRUE
ecoli_00407,hot_tale__hot_ale3_37c__1,HOT ALE,hot_tale,hot_ale3_37c,1,2,27/09/2018,Escherichia coli HOT_mutL.3.228.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,0.847425,,,,,,,,,,,Endpoint,Clonal,HiSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale3_37c,TRUE
ecoli_00408,hot_tale__hot_ale3_37c__2,HOT ALE,hot_tale,hot_ale3_37c,2,2,27/09/2018,Escherichia coli HOT_mutL.3.228.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,0.818568,,,,,,,,,,,Endpoint,Clonal,HiSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale3_37c,TRUE
ecoli_00409,hot_tale__hot_ale3_44c__1,HOT ALE,hot_tale,hot_ale3_44c,1,2,27/09/2018,Escherichia coli HOT_mutL.3.228.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,,0.694697,,,,,,,,,,,Endpoint,Clonal,HiSeq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale3_44c,TRUE
