precise_ID,sample_id,Total,Assigned,Unassigned_rRNA,Unassigned_Unmapped,Unassigned_Read_Type,Unassigned_Singleton,Unassigned_MappingQuality,Unassigned_Chimera,Unassigned_FragmentLength,Unassigned_Duplicate,Unassigned_MultiMapping,Unassigned_Secondary,Unassigned_NonSplit,Unassigned_NoFeatures,Unassigned_Overlapping_Length,Unassigned_Ambiguity,percent_assigned,reads_processed,reads_aligned,reads_aligned_percentage,not_aligned,not_aligned_percentage,Filename,File type,Encoding,Total Sequences,Sequences flagged as poor quality,Sequence length,%GC,total_deduplicated_percentage,avg_sequence_length,basic_statistics,per_base_sequence_quality,per_sequence_quality_scores,per_base_sequence_content,per_sequence_gc_content,per_base_n_content,sequence_length_distribution,sequence_duplication_levels,overrepresented_sequences,adapter_content,per_tile_sequence_quality,r_processed,r_with_adapters,r_written,bp_processed,quality_trimmed,bp_written,percent_trimmed,pe_sense,pe_antisense,failed,se_sense,se_antisense
ecoli_00331,oxyR__oxyR_ale17__1,12540221,10224056,3168,285048,0,0,0,0,185415,0,0,0,0,822755,732264,287515,81.5301102,12540221,12255173,97.73,285048,2.27,ecoli_00331_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12540221,0,20-40,51,17.52617607,38.95147223,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,warn,12557614,5338082,12557614,497076460,1619322,488148110,1.796172364,0.0341,0.478,0.4879,0,0
ecoli_00332,oxyR__oxyR_ale17__2,13944061,11823078,3970,290558,0,0,0,0,102651,0,0,0,0,817635,492136,414033,84.78934508,13944061,13653503,97.92,290558,2.08,ecoli_00332_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13944061,0,20-40,50,17.83789702,39.34797926,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,13965266,1832796,13965266,552890429,1852673,548836075,0.733301535,0.026,0.4814,0.4927,0,0
ecoli_00333,oxyR__oxyR_ale17_h2o2__1,12675480,10346122,3872,290125,0,0,0,0,105540,0,0,0,0,881360,762533,285928,81.62311802,12675480,12385355,97.71,290125,2.29,ecoli_00333_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12675480,0,20-40,49,20.79546456,38.87815294,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,12693186,5251399,12693186,502450917,2262402,492943298,1.892248313,0.0337,0.4709,0.4954,0,0
ecoli_00334,oxyR__oxyR_ale17_h2o2__2,11377830,9026206,283366,252203,0,0,0,0,173146,0,0,0,0,703506,512995,426408,79.33152455,11377830,11125627,97.78,252203,2.22,ecoli_00334_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11377830,0,20-40,51,18.68405174,39.43854681,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,warn,11393574,1507948,11393574,450984672,1470766,447690053,0.730539019,0.0358,0.4504,0.5139,0,0
ecoli_00335,oxyR__oxyR_ale18__1,12035471,10135234,10532,258871,0,0,0,0,152257,0,0,0,0,556032,646562,275983,84.21136157,12035471,11776600,97.85,258871,2.15,ecoli_00335_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12035471,0,20-40,51,17.80032037,38.94277349,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,warn,12055257,5167482,12055257,477211598,1641358,468446828,1.836663241,0.0328,0.4132,0.5539,0,0
ecoli_00336,oxyR__oxyR_ale18__2,10637706,8745966,13625,208733,0,0,0,0,160572,0,0,0,0,612277,509848,386685,82.21665461,10637706,10428973,98.04,208733,1.96,ecoli_00336_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10637706,0,20-40,50,19.56194537,39.33483676,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,10654382,1417735,10654382,421714585,1432854,418562106,0.747538528,0.0403,0.4226,0.5371,0,0
ecoli_00337,oxyR__oxyR_ale18_h2o2__1,10303454,8442734,6323,239063,0,0,0,0,190738,0,0,0,0,611736,605566,207294,81.94081325,10303454,10064391,97.68,239063,2.32,ecoli_00337_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10303454,0,20-40,49,19.67801374,38.91116775,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,10321668,4403301,10321668,408573815,1468166,401061840,1.838584541,0.0367,0.4503,0.513,0,0
ecoli_00338,oxyR__oxyR_ale18_h2o2__2,10260321,8355500,6001,263855,0,0,0,0,220092,0,0,0,0,601755,603417,209701,81.43507401,10260321,9996466,97.43,263855,2.57,ecoli_00338_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10260321,0,20-40,49,19.97474223,38.90418214,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,10278684,4374396,10278684,406867226,1549100,399316496,1.855821634,0.0364,0.4477,0.5159,0,0
ecoli_00339,oxyR__oxyR_ale19__1,11863638,9562124,12907,259754,0,0,0,0,310695,0,0,0,0,727764,551132,439262,80.60026781,11863638,11603884,97.81,259754,2.19,ecoli_00339_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11863638,0,20-40,50,18.20670338,39.32194922,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,11885242,1607026,11885242,470409397,1784045,466672866,0.794314702,0.038,0.4462,0.5158,0,0
ecoli_00340,oxyR__oxyR_ale19__2,11304756,9069847,37340,267354,0,0,0,0,266537,0,0,0,0,731622,671943,260113,80.23036499,11304756,11037402,97.64,267354,2.36,ecoli_00340_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11304756,0,20-40,51,18.29325429,38.93782838,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,warn,11324991,5329447,11324991,448383231,706153,440965180,1.654399738,0.0384,0.4551,0.5065,0,0
ecoli_00341,oxyR__oxyR_ale19_h2o2__1,11335334,9226534,12369,272034,0,0,0,0,187250,0,0,0,0,693151,675360,268636,81.39622529,11335334,11063300,97.6,272034,2.4,ecoli_00341_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11335334,0,20-40,51,18.29067917,38.93669573,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,warn,11356212,5358014,11356212,449602709,692935,442166507,1.653949554,0.0392,0.4476,0.5133,0,0
ecoli_00342,oxyR__oxyR_ale19_h2o2__2,11738874,9554735,18155,284104,0,0,0,0,224022,0,0,0,0,683173,543060,431625,81.39396504,11738874,11454770,97.58,284104,2.42,ecoli_00342_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11738874,0,20-40,50,18.87004755,39.32516228,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,11759777,930509,11759777,465583040,714075,463646475,0.41594406,0.0378,0.4448,0.5174,0,0
ecoli_00343,oxyR__oxyR_ale20__1,11675169,9456176,8036,279130,0,0,0,0,199500,0,0,0,0,909661,617024,205642,80.99391109,11675169,11396039,97.61,279130,2.39,ecoli_00343_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11675169,0,20-40,49,18.40736789,38.91064309,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,11697060,5490208,11697060,463066717,715345,455401070,1.65540876,0.031,0.5255,0.4434,0,0
ecoli_00344,oxyR__oxyR_ale20__2,9622239,7815564,8924,225163,0,0,0,0,119607,0,0,0,0,767465,515247,170269,81.22396461,9622239,9397076,97.66,225163,2.34,ecoli_00344_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9622239,0,20-40,51,19.1199736,38.92728023,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,warn,9639392,4524910,9639392,381611642,646384,375229875,1.672319787,0.0339,0.5288,0.4373,0,0
ecoli_00345,oxyR__oxyR_ale20_h2o2__1,10447942,8456542,6675,244465,0,0,0,0,218203,0,0,0,0,730670,580976,210411,80.93978699,10447942,10203477,97.66,244465,2.34,ecoli_00345_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10447942,0,20-40,51,18.65303196,38.93751535,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,warn,10467069,4913590,10467069,414391667,625691,407556604,1.649420957,0.0348,0.4913,0.4739,0,0
ecoli_00346,oxyR__oxyR_ale20_h2o2__2,12381119,10102891,13996,267509,0,0,0,0,143631,0,0,0,0,971650,659336,222106,81.59917532,12381119,12113610,97.84,267509,2.16,ecoli_00346_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12381119,0,20-40,49,18.13569635,38.91493459,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,12403465,5826110,12403465,491054276,731623,482969560,1.646399674,0.0327,0.5042,0.4631,0,0
ecoli_00347,svns_pgi__BmePgi24_15__1,14156482,11692880,628,311942,0,0,0,0,115814,0,0,0,0,854248,638383,542587,82.59735717,14156482,13844540,97.8,311942,2.2,ecoli_00347_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14156482,0,20-40,49,17.44520276,39.50696981,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,14182130,4126216,14182130,567285200,902326,560784419,1.145945813,0.0377,0.4124,0.55,0,0
ecoli_00348,svns_pgi__BmePgi24_15__2,12694918,10407126,774,216633,0,0,0,0,124584,0,0,0,0,816319,669016,460466,81.9786784,12694918,12478285,98.29,216633,1.71,ecoli_00348_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12694918,0,20-40,49,18.10243998,39.43833028,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,12723542,4444360,12723542,508941680,801206,502433639,1.278740032,0.0404,0.4123,0.5473,0,0
ecoli_00349,svns_pgi__BmePgi24_26__1,11360171,9358062,693,213862,0,0,0,0,55196,0,0,0,0,713103,605923,413332,82.37606635,11360171,11146309,98.12,213862,1.88,ecoli_00349_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11360171,0,20-40,49,19.45416699,39.42786055,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,11382061,3984378,11382061,455282440,809663,449362702,1.300234202,0.0395,0.4057,0.5547,0,0
ecoli_00350,svns_pgi__BmePgi24_26__2,11514559,9423041,7028,215686,0,0,0,0,112457,0,0,0,0,746231,553216,456900,81.83588273,11514559,11298873,98.13,215686,1.87,ecoli_00350_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11514559,0,20-40,51,19.51284456,39.54286178,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,11535668,3354185,11535668,461426720,725141,456150178,1.143527622,0.0406,0.4063,0.5532,0,0
ecoli_00351,svns_pgi__BmePgi24_41__1,13647334,11178692,1174,362307,0,0,0,0,110674,0,0,0,0,809073,720725,464689,81.91117767,13647334,13285027,97.35,362307,2.65,ecoli_00351_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13647334,0,20-40,51,19.94600907,39.48637793,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,13670443,4771511,13670443,546817720,892475,539789223,1.285345508,0.0413,0.4088,0.5499,0,0
ecoli_00352,svns_pgi__BmePgi24_41__2,13454080,11143368,39015,245150,0,0,0,0,117896,0,0,0,0,759159,618305,531187,82.82519503,13454080,13208930,98.18,245150,1.82,ecoli_00352_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13454080,0,20-40,50,19.19816515,39.46844533,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,13478028,3923348,13478028,539121120,861491,532941376,1.146262643,0.0367,0.4021,0.5612,0,0
ecoli_00353,svns_pgi__BmePgi24_52__1,13503944,11407518,4408,189563,0,0,0,0,117791,0,0,0,0,645326,600164,539174,84.47545399,13503944,13314381,98.6,189563,1.4,ecoli_00353_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13503944,0,20-40,50,17.70248066,39.51139156,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,13526565,3947169,13526565,541062600,864270,534845075,1.149132282,0.0358,0.401,0.5632,0,0
ecoli_00354,svns_pgi__BmePgi24_52__2,13830636,11533399,786,202015,0,0,0,0,128050,0,0,0,0,761155,633931,571300,83.39022876,13830636,13628621,98.54,202015,1.46,ecoli_00354_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13830636,0,20-40,51,17.91848808,39.54057153,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,13851635,4018318,13851635,554065400,915116,547698315,1.149157663,0.0357,0.4102,0.554,0,0
ecoli_00355,svns_pgi__PaePgi2_34__1,9348263,7555255,85,179401,0,0,0,0,180610,0,0,0,0,604284,433943,394685,80.81988066,9348263,9168862,98.08,179401,1.92,ecoli_00355_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9348263,0,20-40,51,19.98922876,39.56956143,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,9365861,2726748,9365861,374634440,332954,370600630,1.076732294,0.0386,0.4386,0.5227,0,0
ecoli_00356,svns_pgi__PaePgi2_34__2,8806983,7116432,370,207826,0,0,0,0,155451,0,0,0,0,541016,414335,371553,80.80442531,8806983,8599157,97.64,207826,2.36,ecoli_00356_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8806983,0,20-40,49,19.44379439,39.5355255,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,8823947,2571003,8823947,352957880,311179,349158471,1.076448272,0.0404,0.4335,0.5261,0,0
ecoli_00357,svns_pgi__PaePgi2_63__1,8207460,6335162,218722,244279,0,0,0,0,114054,0,0,0,0,605234,362891,327118,77.18785105,8207460,7963181,97.02,244279,2.98,ecoli_00357_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8207460,0,20-40,50,19.92431467,39.53445024,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,8220598,2372262,8220598,328823920,298147,325318548,1.066033152,0.0404,0.4198,0.5397,0,0
ecoli_00358,svns_pgi__PaePgi2_63__2,8423964,6747069,6668,152620,0,0,0,0,148586,0,0,0,0,598209,437738,333074,80.09375396,8423964,8271344,98.19,152620,1.81,ecoli_00358_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8423964,0,20-40,49,19.70116369,39.47283583,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,8441904,2966180,8441904,337676160,291813,333568123,1.216561157,0.0416,0.427,0.5313,0,0
ecoli_00359,svns_pgi__PaePgi24_54__1,9272073,7511696,482,119679,0,0,0,0,132030,0,0,0,0,709625,457972,340589,81.01420254,9272073,9152394,98.71,119679,1.29,ecoli_00359_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9272073,0,20-40,49,18.33312618,39.47279287,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,9288520,3256573,9288520,371540800,339980,367010365,1.219364064,0.0363,0.449,0.5147,0,0
ecoli_00360,svns_pgi__PaePgi24_54__2,8489120,6685661,8768,175726,0,0,0,0,138438,0,0,0,0,745554,421017,313956,78.75564252,8489120,8313394,97.93,175726,2.07,ecoli_00360_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8489120,0,20-40,50,20.31337014,39.51417344,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,8508880,2837313,8508880,340355200,1165027,335238107,1.503456683,0.0388,0.4495,0.5116,0,0
ecoli_00361,svns_pgi__PaePgi24_90__1,7291667,5841661,5452,132821,0,0,0,0,113903,0,0,0,0,586427,324250,287153,80.11420434,7291667,7158846,98.18,132821,1.82,ecoli_00361_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7291667,0,20-40,51,21.32017679,39.5699192,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7308104,2211515,7308104,292324160,1003118,288393527,1.344614486,0.0393,0.4433,0.5175,0,0
ecoli_00362,svns_pgi__PaePgi24_90__2,7826128,6172744,328,145622,0,0,0,0,125937,0,0,0,0,668639,418579,294279,78.87353746,7826128,7680506,98.14,145622,1.86,ecoli_00362_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7826128,0,20-40,49,20.13282098,39.4728526,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7843330,2603279,7843330,313733200,1054513,309048113,1.493334783,0.0432,0.4397,0.5171,0,0
ecoli_00363,abx_media__m9_ctrl__1,5828647,4284496,75012,88445,0,0,0,0,112148,0,0,0,0,735947,328768,203831,73.50755673,5828647,5740202,98.48,88445,1.52,ecoli_00363_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5828647,0,20-40,49,22.46294204,39.5226357,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,5838756,1848193,5838756,233550240,647422,230434011,1.334286362,0.0476,0.4647,0.4876,0,0
ecoli_00364,abx_media__m9_ctrl__2,12414880,9742753,89511,176570,0,0,0,0,83484,0,0,0,0,1290089,590302,442171,78.47641701,12414880,12238310,98.58,176570,1.42,ecoli_00364_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12414880,0,20-40,51,14.65220004,39.57246619,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,12447329,3884618,12447329,497893160,1788514,490914187,1.401700919,0.0382,0.4453,0.5165,0,0
ecoli_00365,abx_media__rpmi_ctrl__1,6393882,4598268,31503,90161,0,0,0,0,74319,0,0,0,0,957503,398176,243952,71.91668536,6393882,6303721,98.59,90161,1.41,ecoli_00365_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6393882,0,20-40,50,18.13401176,39.56309844,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,6401157,2057982,6401157,256046280,748912,252497886,1.385840872,0.0594,0.4577,0.483,0,0
ecoli_00366,abx_media__rpmi_ctrl__2,11458657,9016888,62737,199851,0,0,0,0,70664,0,0,0,0,1063447,554143,490927,78.69061793,11458657,11258806,98.26,199851,1.74,ecoli_00366_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11458657,0,20-40,50,14.28124227,39.49188321,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,11499813,3516354,11499813,459992520,2454087,452782990,1.567314616,0.042,0.4209,0.5371,0,0
ecoli_00367,abx_media__camhb_ctrl__1,6409073,2396849,2999202,80540,0,0,0,0,105408,0,0,0,0,443473,226861,156740,37.39774847,6409073,6328533,98.74,80540,1.26,ecoli_00367_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6409073,0,20-40,51,12.41958653,39.51000074,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,6415979,2084549,6415979,256639160,564443,253273411,1.311471328,0.036,0.2346,0.7294,0,0
ecoli_00368,abx_media__camhb_ctrl__2,6545363,4578814,63035,114411,0,0,0,0,113557,0,0,0,0,973248,405108,297190,69.95508118,6545363,6430952,98.25,114411,1.75,ecoli_00368_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6545363,0,20-40,49,16.58438953,39.49841254,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,6552965,2165821,6552965,262118600,592309,258588197,1.34687237,0.0668,0.4147,0.5185,0,0
ecoli_00369,abx_media__m9_mero__1,12429769,9174127,60904,211526,0,0,0,0,56055,0,0,0,0,1842218,721997,362942,73.8077031,12429769,12218243,98.3,211526,1.7,ecoli_00369_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12429769,0,20-40,48,13.4327513,39.52136013,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,12471430,3988229,12471430,498857200,1975276,491532710,1.468253841,0.0447,0.5064,0.4488,0,0
ecoli_00370,abx_media__m9_mero__2,7238904,5507555,31654,127884,0,0,0,0,58254,0,0,0,0,870359,379513,263685,76.08271915,7238904,7111020,98.23,127884,1.77,ecoli_00370_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7238904,0,20-40,50,19.77690578,39.5736081,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7263017,2283807,7263017,290520680,1148334,286328702,1.442918969,0.0422,0.4678,0.49,0,0
ecoli_00371,abx_media__rpmi_mero__1,8478984,6119835,417184,158464,0,0,0,0,31869,0,0,0,0,911806,480719,359107,72.17651313,8478984,8320520,98.13,158464,1.87,ecoli_00371_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8478984,0,20-40,51,16.21227972,39.56718671,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,8506309,2742773,8506309,340252360,1361743,335191039,1.487519734,0.0461,0.4144,0.5396,0,0
ecoli_00372,abx_media__rpmi_mero__2,7876928,6033865,43678,120885,0,0,0,0,61330,0,0,0,0,822831,438845,355494,76.60175388,7876928,7756043,98.47,120885,1.53,ecoli_00372_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7876928,0,20-40,49,16.09772854,39.52374428,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7896995,2542690,7896995,315879800,981742,311479925,1.392895336,0.0438,0.4265,0.5297,0,0
ecoli_00373,abx_media__camhb_mero__1,10298251,7400018,476140,194403,0,0,0,0,93319,0,0,0,0,909826,697692,526853,71.85703669,10298251,10103848,98.11,194403,1.89,ecoli_00373_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10298251,0,20-40,49,13.1149211,39.50964256,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,pass,10325543,3380576,10325543,413021720,1348125,407088119,1.43663171,0.0455,0.3931,0.5614,0,0
ecoli_00374,abx_media__camhb_mero__2,10432411,7871942,66564,178480,0,0,0,0,95133,0,0,0,0,970215,686900,563177,75.45659388,10432411,10253931,98.29,178480,1.71,ecoli_00374_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10432411,0,20-40,50,14.06778349,39.5682648,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,10459016,3404943,10459016,418360640,1325511,412421954,1.419513557,0.0454,0.4011,0.5534,0,0
ecoli_00375,abx_media__m9_trisulf__1,7572122,6034522,28705,104276,0,0,0,0,43610,0,0,0,0,719561,390707,250741,79.6939352,7572122,7467846,98.62,104276,1.38,ecoli_00375_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7572122,0,20-40,50,21.69219354,39.51990406,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7584483,2551195,7584483,303379320,811718,299009835,1.440271209,0.036,0.448,0.516,0,0
ecoli_00376,abx_media__m9_trisulf__2,9501851,7261443,463581,133836,0,0,0,0,36929,0,0,0,0,878596,407515,319951,76.42135201,9501851,9368015,98.59,133836,1.41,ecoli_00376_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9501851,0,20-40,50,17.99420533,39.53450459,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,9514777,2952661,9514777,380591080,918695,375740788,1.27441032,0.0319,0.4236,0.5445,0,0
ecoli_00377,abx_media__rpmi_trisulf__1,9446942,7481579,76148,176709,0,0,0,0,18638,0,0,0,0,893755,427664,372449,79.19577573,9446942,9270233,98.13,176709,1.87,ecoli_00377_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9446942,0,20-40,50,15.959199,39.51784768,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,9461225,2981793,9461225,378449000,1020501,373421901,1.328342524,0.041,0.3813,0.5777,0,0
ecoli_00378,abx_media__rpmi_trisulf__2,9341381,7155654,406832,155048,0,0,0,0,36132,0,0,0,0,777396,411527,398792,76.60167164,9341381,9186333,98.34,155048,1.66,ecoli_00378_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9341381,0,20-40,50,16.01343495,39.52178238,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,9353870,2945511,9353870,374154800,927021,369276465,1.303827988,0.0392,0.3635,0.5973,0,0
ecoli_00379,abx_media__camhb_trisulf__1,9014214,7166510,60997,125403,0,0,0,0,21687,0,0,0,0,813482,443001,383134,79.50232821,9014214,8888811,98.61,125403,1.39,ecoli_00379_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9014214,0,20-40,50,16.97534707,39.52118144,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,9026578,2834141,9026578,361063120,914198,356338942,1.308407793,0.0434,0.3853,0.5712,0,0
ecoli_00380,abx_media__camhb_trisulf__2,7403760,5718418,241392,113313,0,0,0,0,20755,0,0,0,0,649983,349995,309904,77.23667434,7403760,7290447,98.47,113313,1.53,ecoli_00380_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7403760,0,20-40,50,18.0686696,39.52001699,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7414007,2335687,7414007,296560280,749935,292668142,1.312427274,0.043,0.3753,0.5817,0,0
ecoli_00381,abx_media__m9_cef__1,10072158,8152912,22598,141342,0,0,0,0,53700,0,0,0,0,842228,466273,393105,80.9450368,10072158,9930816,98.6,141342,1.4,ecoli_00381_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10072158,0,20-40,50,18.22884904,39.52904085,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,10091029,3131474,10091029,403641160,1209100,398266268,1.331601564,0.0386,0.4229,0.5385,0,0
ecoli_00382,abx_media__m9_cef__2,8694173,7186209,11930,108300,0,0,0,0,56360,0,0,0,0,576892,394282,360200,82.65546361,8694173,8585873,98.75,108300,1.25,ecoli_00382_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8694173,0,20-40,51,20.10801471,39.57279939,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,8706166,2699386,8706166,348246640,898250,343757315,1.289122273,0.0326,0.4211,0.5463,0,0
ecoli_00383,abx_media__rpmi_cef__1,11407140,9069932,96851,140853,0,0,0,0,52378,0,0,0,0,867786,640407,538933,79.51100802,11407140,11266287,98.77,140853,1.23,ecoli_00383_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11407140,0,20-40,50,16.14218765,39.56800416,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,11422355,3604274,11422355,456894200,1128827,450923593,1.306781088,0.0442,0.3893,0.5666,0,0
ecoli_00384,abx_media__rpmi_cef__2,4927449,3875596,87871,71815,0,0,0,0,34036,0,0,0,0,325468,284093,248570,78.65319357,4927449,4855634,98.54,71815,1.46,ecoli_00384_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4927449,0,20-40,49,21.24168232,39.52222864,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,4935117,1556562,4935117,197404680,521715,194792445,1.323289296,0.044,0.3834,0.5727,0,0
ecoli_00385,abx_media__camhb_cef__1,9276186,7574945,35040,107011,0,0,0,0,36041,0,0,0,0,628506,443000,451643,81.66012411,9276186,9169175,98.85,107011,1.15,ecoli_00385_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9276186,0,20-40,50,15.98773889,39.5231302,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,9289441,2937754,9289441,371577640,933078,366712261,1.309384225,0.0381,0.3681,0.5938,0,0
ecoli_00386,abx_media__camhb_cef__2,9653980,7791715,67070,136285,0,0,0,0,50367,0,0,0,0,661678,474852,472013,80.70987303,9653980,9517695,98.59,136285,1.41,ecoli_00386_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9653980,0,20-40,51,16.46660802,39.5661262,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,9667076,3060547,9667076,386683040,948859,381633772,1.305789879,0.0397,0.3718,0.5886,0,0
ecoli_00387,abx_media__m9_cipro__1,8941709,7271679,65349,170202,0,0,0,0,42294,0,0,0,0,683081,375922,333182,81.32314527,8941709,8771507,98.1,170202,1.9,ecoli_00387_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8941709,0,20-40,51,21.85905486,39.57304985,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,8961839,2729046,8961839,358473560,1217661,353623031,1.353106489,0.0323,0.4244,0.5433,0,0
