precise_ID,sample_id,Total,Assigned,Unassigned_rRNA,Unassigned_Unmapped,Unassigned_Read_Type,Unassigned_Singleton,Unassigned_MappingQuality,Unassigned_Chimera,Unassigned_FragmentLength,Unassigned_Duplicate,Unassigned_MultiMapping,Unassigned_Secondary,Unassigned_NonSplit,Unassigned_NoFeatures,Unassigned_Overlapping_Length,Unassigned_Ambiguity,percent_assigned,reads_processed,reads_aligned,reads_aligned_percentage,not_aligned,not_aligned_percentage,Filename,File type,Encoding,Total Sequences,Sequences flagged as poor quality,Sequence length,%GC,total_deduplicated_percentage,avg_sequence_length,basic_statistics,per_base_sequence_quality,per_sequence_quality_scores,per_base_sequence_content,per_sequence_gc_content,per_base_n_content,sequence_length_distribution,sequence_duplication_levels,overrepresented_sequences,adapter_content,per_tile_sequence_quality,r_processed,r_with_adapters,r_written,bp_processed,quality_trimmed,bp_written,percent_trimmed,pe_sense,pe_antisense,failed,se_sense,se_antisense
DDB_0097,DDB_PD_003_AMBR_R15__S07_RNAseq,11716562,7934635,280762,1336053,0,0,0,0,13362,0,0,0,0,1638136,504846,8768,67.72152957,11716562,10380509,88.6,1336053,11.4,DDB_PD_003_AMBR_R15__S07_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11716562,0,20-151,50,19.32621035,137.9084156,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,11822461,2270255,11822461,1643696188,25173563,1613276874,1.85066524,0.0187,0.4504,0.5309,0,0
DDB_0098,DDB_PD_003_AMBR_R16__S12_RNA,5814780,4215951,225419,229489,0,0,0,0,26050,0,0,0,0,849170,261592,7109,72.50405002,5814780,5585291,96.05,229489,3.95,DDB_PD_003_AMBR_R16__S12_RNA_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5814780,0,20-151,51,16.94244764,134.8324121,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,fail,5887636,923435,5887636,790712448,2917985,786340815,0.552872667,0.0228,0.4141,0.5631,0,0
DDB_0099,DDB_PD_003_AMBR_R15__S12_RNA,2633408,1863986,95076,120760,0,0,0,0,9377,0,0,0,0,426465,114192,3552,70.78227149,2633408,2512648,95.41,120760,4.59,DDB_PD_003_AMBR_R15__S12_RNA_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,2633408,0,20-151,51,31.4519772,136.8024867,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,fail,2690576,434298,2690576,371515402,2835879,367782072,1.004892389,0.0259,0.4223,0.5517,0,0
DDB_0100,DDB_PD_004_AMBR_R2__S02_RNAseq,6610258,4928879,189709,404962,0,0,0,0,27450,0,0,0,0,735413,317038,6807,74.56409417,6610258,6205296,93.87,404962,6.13,DDB_PD_004_AMBR_R2__S02_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6610258,0,20-151,51,23.53170223,134.4743437,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,warn,6903214,1175694,6903214,906680398,13652570,891005807,1.728789002,0.029,0.4324,0.5386,0,0
DDB_0101,DDB_PD_004_AMBR_R7__S02_RNAseq,5146046,3187171,360690,780106,0,0,0,0,23000,0,0,0,0,583856,207146,4077,61.9343667,5146046,4365940,84.84,780106,15.16,DDB_PD_004_AMBR_R7__S02_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5146046,0,20-151,56,22.87412714,134.6917859,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,5229602,884963,5229602,712731204,5277743,703877678,1.242197051,0.0334,0.4146,0.5519,0,0
DDB_0103,DDB_PD_004_AMBR_R7__S07_RNAseq2,10619132,7662765,209317,1278975,0,0,0,0,13278,0,0,0,0,977336,470272,7189,72.15999387,10619132,9340157,87.96,1278975,12.04,DDB_PD_004_AMBR_R7__S07_RNAseq2_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10619132,0,20-151,51,18.33254557,137.6085651,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,pass,10756444,2358971,10756444,1512319536,14784773,1486520976,1.705893456,0.0224,0.4064,0.5711,0,0
DDB_0104,DDB_PD_004_AMBR_R2__S07_RNAseq,5928802,3676417,1104382,316099,0,0,0,0,105293,0,0,0,0,492810,230351,3450,62.00944137,5928802,5612703,94.67,316099,5.33,DDB_PD_004_AMBR_R2__S07_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5928802,0,20-151,51,22.50040824,125.5646196,pass,pass,pass,fail,fail,pass,warn,fail,warn,pass,pass,6654061,1141585,6654061,775273444,28149033,744965791,3.909285586,0.0277,0.3361,0.6362,0,0
DDB_0105,DDB_PD_004_AMBR_R7__S10_RNAseq,2764736,2033640,140272,90536,0,0,0,0,5471,0,0,0,0,365881,125568,3368,73.55639019,2764736,2674200,96.73,90536,3.27,DDB_PD_004_AMBR_R7__S10_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,2764736,0,20-151,51,23.9873097,132.8519338,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,2797697,470180,2797697,374106557,1457270,371621017,0.664393594,0.026,0.3973,0.5766,0,0
DDB_0106,DDB_PD_004_AMBR_R2__S10_RNAseq,3831910,2974163,21684,198101,0,0,0,0,6960,0,0,0,0,447559,180174,3269,77.61567991,3831910,3633809,94.83,198101,5.17,DDB_PD_004_AMBR_R2__S10_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3831910,0,20-151,50,23.23272867,136.1307079,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,3857576,698423,3857576,529570179,2228153,525442959,0.779352797,0.0229,0.4087,0.5685,0,0
DDB_0107,DDB_PD_004_AMBR_R3__S02_RNAseq,7415456,5750513,182061,443546,0,0,0,0,18789,0,0,0,0,662008,349626,8913,77.54766531,7415456,6971910,94.02,443546,5.98,DDB_PD_004_AMBR_R3__S02_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7415456,0,20-151,52,19.92729691,136.0037802,pass,pass,pass,fail,fail,pass,warn,fail,warn,pass,pass,7479249,1343671,7479249,1025680275,6265994,1015977387,0.945995379,0.0226,0.4287,0.5487,0,0
DDB_0108,DDB_PD_004_AMBR_R4__S02_RNAseq,8140183,5712028,281464,910356,0,0,0,0,39151,0,0,0,0,827679,362847,6658,70.1707566,8140183,7229827,88.82,910356,11.18,DDB_PD_004_AMBR_R4__S02_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8140183,0,20-151,54,21.48063716,133.4511421,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,warn,8297232,1474251,8297232,1124622489,11464052,1108970366,1.391766851,0.0257,0.4328,0.5414,0,0
DDB_0109,DDB_PD_004_AMBR_R3__S07_RNAseq,6987825,5316019,276431,344994,0,0,0,0,36390,0,0,0,0,676896,332023,5072,76.07544551,6987825,6642831,95.06,344994,4.94,DDB_PD_004_AMBR_R3__S07_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6987825,0,20-151,50,21.10985646,131.5139319,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,7069462,1354317,7069462,928151756,6008510,919721193,0.908317303,0.0239,0.3956,0.5805,0,0
DDB_0110,DDB_PD_004_AMBR_R4__S07_RNAseq,4143057,2898955,387481,224401,0,0,0,0,46818,0,0,0,0,406998,175432,2972,69.97140035,4143057,3918656,94.58,224401,5.42,DDB_PD_004_AMBR_R4__S07_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4143057,0,20-151,51,26.12625047,130.3658132,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,4307570,798502,4307570,549722078,7710290,540580380,1.662967228,0.0282,0.3821,0.5896,0,0
DDB_0112,DDB_PD_004_AMBR_R3__S10_RNAseq2,12099455,8296274,265394,1422500,0,0,0,0,15703,0,0,0,0,1588021,502079,9484,68.5673363,12099455,10676955,88.24,1422500,11.76,DDB_PD_004_AMBR_R3__S10_RNAseq2_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12099455,0,20-151,51,16.92553464,138.2522219,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,12242455,2291744,12242455,1709045729,29552608,1674561392,2.017753909,0.023,0.4253,0.5517,0,0
DDB_0113,DDB_PD_004_AMBR_R4__S10_RNAseq,5166352,3932063,112306,246675,0,0,0,0,12554,0,0,0,0,623286,235092,4376,76.10908045,5166352,4919677,95.23,246675,4.77,DDB_PD_004_AMBR_R4__S10_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5166352,0,20-151,51,20.44792863,134.5248547,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,5177423,936249,5177423,701691186,3050629,696280356,0.771112721,0.0211,0.4153,0.5636,0,0
DDB_0115,DDB_PD_004_AMBR_R8__S02_RNAseq,10220839,5543310,496740,2989494,0,0,0,0,36129,0,0,0,0,787204,361115,6847,54.23537148,10220839,7231345,70.75,2989494,29.25,DDB_PD_004_AMBR_R8__S02_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10220839,0,20-151,63,17.30717099,137.5891756,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,10353656,1470917,10353656,1437048651,41722068,1391371265,3.178555296,0.0249,0.4215,0.5535,0,0
DDB_0116,DDB_PD_004_AMBR_R8__S07_RNAseq,6898250,5330931,185755,396704,0,0,0,0,47171,0,0,0,0,616370,315669,5650,77.27946943,6898250,6501546,94.25,396704,5.75,DDB_PD_004_AMBR_R8__S07_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6898250,0,20-151,51,19.05581109,135.7159197,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,7022318,1236410,7022318,962324801,4644740,954049870,0.859889612,0.0221,0.4052,0.5726,0,0
DDB_0117,DDB_PD_004_AMBR_R1__S07_RNAseq,1815013,1329815,171250,51628,0,0,0,0,4726,0,0,0,0,172261,83230,2103,73.2675193,1815013,1763385,97.16,51628,2.84,DDB_PD_004_AMBR_R1__S07_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,1815013,0,20-151,51,28.61303849,132.9192876,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,pass,1835428,312760,1835428,245460095,783585,244013823,0.589208604,0.0278,0.3758,0.5964,0,0
DDB_0118,DDB_PD_004_AMBR_R8__S10_RNAseq,2130137,1576255,96865,78158,0,0,0,0,5146,0,0,0,0,285871,85547,2295,73.99782268,2130137,2051979,96.33,78158,3.67,DDB_PD_004_AMBR_R8__S10_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,2130137,0,20-151,51,28.16934638,134.0204578,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,2155003,336894,2155003,287638603,1390540,285698697,0.674424775,0.0243,0.4099,0.5658,0,0
DDB_0119,DDB_PD_004_AMBR_R1__S10_RNAseq,5427120,4236705,58970,290191,0,0,0,0,9228,0,0,0,0,577334,250043,4649,78.06543802,5427120,5136929,94.65,290191,5.35,DDB_PD_004_AMBR_R1__S10_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5427120,0,20-151,50,20.97593439,140.7416982,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,pass,5450531,913559,5450531,769317288,3375448,764439607,0.634027218,0.0185,0.4201,0.5614,0,0
DDB_0120,DDB_PD_004_AMBR_R5__S02_RNAseq,5686802,4120597,251312,375425,0,0,0,0,17053,0,0,0,0,651060,266495,4860,72.45894969,5686802,5311377,93.4,375425,6.6,DDB_PD_004_AMBR_R5__S02_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5686802,0,20-151,52,25.2101124,133.2525827,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,warn,5729194,1065572,5729194,771681396,4534179,763413030,1.071474062,0.0281,0.4311,0.5408,0,0
DDB_0121,DDB_PD_004_AMBR_R6__S02_RNAseq,6635365,4461593,369563,547666,0,0,0,0,30024,0,0,0,0,922355,299107,5057,67.23960174,6635365,6087699,91.75,547666,8.25,DDB_PD_004_AMBR_R6__S02_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6635365,0,20-151,52,24.13417962,131.7277738,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,warn,6721034,1212617,6721034,883491368,6337498,874957881,0.965882329,0.0312,0.4368,0.532,0,0
DDB_0122,DDB_PD_004_AMBR_R6__S07_RNAseq,5988154,3925671,929146,304977,0,0,0,0,21630,0,0,0,0,585909,216333,4488,65.55728193,5988154,5683177,94.91,304977,5.09,DDB_PD_004_AMBR_R6__S07_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5988154,0,20-151,51,22.15152759,131.7715222,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,6657233,1246840,6657233,896557310,3958371,889200326,0.820581564,0.026,0.3652,0.6088,0,0
DDB_0123,DDB_PD_004_AMBR_R5__S07_RNAseq,5970659,4559795,203894,330453,0,0,0,0,46698,0,0,0,0,547148,277979,4692,76.37004558,5970659,5640206,94.47,330453,5.53,DDB_PD_004_AMBR_R5__S07_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5970659,0,20-151,51,22.671872,131.7582625,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,6259849,1116975,6259849,802211195,13007706,787202629,1.870899595,0.0244,0.4062,0.5694,0,0
DDB_0124,DDB_PD_004_AMBR_R6__S10_RNAseq,1564742,1149323,72185,51021,0,0,0,0,3139,0,0,0,0,219687,67271,2116,73.45127823,1564742,1513721,96.74,51021,3.26,DDB_PD_004_AMBR_R6__S10_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,1564742,0,20-151,51,35.00957594,134.8974451,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,1590846,252097,1590846,213230401,1280972,211543902,0.790928025,0.025,0.413,0.562,0,0
DDB_0125,DDB_PD_004_AMBR_R5__S10_RNAseq,5549423,4220630,115549,328113,0,0,0,0,16011,0,0,0,0,620441,243866,4813,76.0552944,5549423,5221310,94.09,328113,5.91,DDB_PD_004_AMBR_R5__S10_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5549423,0,20-151,50,19.59483731,135.1387141,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,5561682,993658,5561682,760966322,3495061,752531240,1.108469817,0.0208,0.4099,0.5693,0,0
DDB_0126,DDB_PD_006_AMBR_R1__S02_RNAseq,4079304,3037407,62119,294627,0,0,0,0,19945,0,0,0,0,463561,197594,4051,74.45895182,4079304,3784677,92.78,294627,7.22,DDB_PD_006_AMBR_R1__S02_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4079304,0,20-151,51,25.62749154,127.9349936,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,pass,4159528,782445,4159528,529867413,5807697,522435649,1.402570495,0.0274,0.436,0.5365,0,0
DDB_0127,DDB_PD_006_AMBR_R2__S02_RNAseq,4558455,3301119,94685,355299,0,0,0,0,38037,0,0,0,0,551739,213854,3722,72.41749672,4558455,4203156,92.21,355299,7.79,DDB_PD_006_AMBR_R2__S02_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4558455,0,20-151,52,31.22914102,121.7780391,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,4692069,827135,4692069,584878752,4802500,574692428,1.741612935,0.0311,0.4316,0.5374,0,0
DDB_0128,DDB_PD_005_AMBR_R7__S02_RNAseq,1588901,866889,222036,230535,0,0,0,0,18089,0,0,0,0,200041,50296,1015,54.55903168,1588901,1358366,85.49,230535,14.51,DDB_PD_005_AMBR_R7__S02_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,1588901,0,20-151,54,39.23326588,122.1326672,pass,pass,pass,warn,fail,pass,warn,fail,fail,pass,pass,4679281,314882,4679281,304971964,109501910,194716906,36.15252253,0.0478,0.3775,0.5747,0,0
DDB_0129,DDB_PD_005_AMBR_7__S02_RNAseq,13469345,9423133,372452,1649610,0,0,0,0,22359,0,0,0,0,1355468,637778,8545,69.95984586,13469345,11819735,87.75,1649610,12.25,DDB_PD_005_AMBR_7__S02_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13469345,0,20-151,51,16.70581825,136.1836806,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,13549291,3042896,13549291,1887465694,18000601,1854339855,1.755043236,0.0185,0.4442,0.5373,0,0
DDB_0131,DDB_PD_005_AMBR_8__S02_RNAseq,11271148,7382959,983822,1315600,0,0,0,0,16544,0,0,0,0,1029303,536567,6353,65.50316791,11271148,9955548,88.33,1315600,11.67,DDB_PD_005_AMBR_8__S02_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11271148,0,20-151,50,18.09025462,136.3463751,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,11336030,2495248,11336030,1572642129,14833959,1545451284,1.728991262,0.0191,0.4139,0.567,0,0
DDB_0132,DDB_PD_005_AMBR_R8__S07_RNAseq,2600379,1913923,81446,201195,0,0,0,0,8781,0,0,0,0,277546,115153,2335,73.60169421,2600379,2399184,92.26,201195,7.74,DDB_PD_005_AMBR_R8__S07_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,2600379,0,20-151,51,35.00206758,134.6837961,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,3027429,522676,3027429,368517691,16756948,350789045,4.810799165,0.0245,0.4053,0.5702,0,0
DDB_0134,DDB_PD_005_AMBR_7__S07_RNAseq,14598256,10315245,338738,1705466,0,0,0,0,19741,0,0,0,0,1544427,664152,10487,70.66080359,14598256,12892790,88.32,1705466,11.68,DDB_PD_005_AMBR_7__S07_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14598256,0,20-151,50,19.02744226,137.5382301,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,14951500,2832876,14951500,2051060209,40637732,2003888110,2.299888555,0.0192,0.4247,0.5561,0,0
DDB_0135,DDB_PD_005_AMBR_R8__S10_RNAseq,8439710,6279336,172989,530673,0,0,0,0,52580,0,0,0,0,1016021,379803,8308,74.40227212,8439710,7909037,93.71,530673,6.29,DDB_PD_005_AMBR_R8__S10_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8439710,0,20-151,51,22.8681482,127.6253933,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,8547082,1699850,8547082,1106471064,6417219,1092680812,1.246327396,0.0292,0.4004,0.5704,0,0
DDB_0136,DDB_PD_005_AMBR_R7__S10_RNAseq,5137822,3733659,108937,361681,0,0,0,0,45801,0,0,0,0,665351,217865,4528,72.67007304,5137822,4776141,92.96,361681,7.04,DDB_PD_005_AMBR_R7__S10_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5137822,0,20-151,51,31.78656319,121.6924191,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,5184221,1039899,5184221,630561903,4961881,623464112,1.125629532,0.0342,0.3985,0.5672,0,0
DDB_0137,DDB_PD_005_AMBR_R1__S02_RNAseq,3602031,2796960,26471,194163,0,0,0,0,16595,0,0,0,0,378829,185342,3671,77.64952606,3602031,3407868,94.61,194163,5.39,DDB_PD_005_AMBR_R1__S02_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3602031,0,20-151,51,27.03570374,138.5703868,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,warn,3628873,596843,3628873,503491530,2823731,499651519,0.762676385,0.0199,0.4454,0.5346,0,0
DDB_0138,DDB_PD_005_AMBR_R2__S02_RNAseq,4433216,3444636,71628,218027,0,0,0,0,7510,0,0,0,0,459309,227776,4330,77.70061283,4433216,4215189,95.08,218027,4.92,DDB_PD_005_AMBR_R2__S02_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4433216,0,20-151,51,20.66817475,140.6205283,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,4438551,772731,4438551,628021489,2782654,623625624,0.699954552,0.0186,0.4435,0.5379,0,0
DDB_0139,DDB_PD_005_AMBR_R2__S07_RNAseq,1105272,611488,110793,166666,0,0,0,0,12712,0,0,0,0,166134,36664,815,55.32466216,1105272,938606,84.92,166666,15.08,DDB_PD_005_AMBR_R2__S07_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,1105272,0,20-151,56,45.48693316,121.6503187,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,4185012,220981,4185012,602558388,4819132,595998494,1.088673584,0.0519,0.3878,0.5602,0,0
DDB_0140,DDB_PD_005_AMBR_2__S07_RNAseq,11472541,7929194,187069,1300883,0,0,0,0,15681,0,0,0,0,1507206,524160,8348,69.11454054,11472541,10171658,88.66,1300883,11.34,DDB_PD_005_AMBR_2__S07_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11472541,0,20-151,50,20.25329524,136.4268484,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,11504295,2442380,11504295,1600659162,17338154,1568745220,1.993799977,0.021,0.4438,0.5352,0,0
DDB_0141,DDB_PD_005_AMBR_R1__S07_RNAseq,1761934,1009056,165396,202579,0,0,0,0,17023,0,0,0,0,303193,63414,1273,57.26979558,1761934,1559355,88.5,202579,11.5,DDB_PD_005_AMBR_R1__S07_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,1761934,0,20-151,53,37.36936791,122.2667529,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,3228552,353624,3228552,269795875,52929162,216093236,19.90491478,0.0502,0.4051,0.5447,0,0
DDB_0142,DDB_PD_005_AMBR_R2__S10_RNAseq,2682375,1910964,53106,183892,0,0,0,0,10570,0,0,0,0,401249,120071,2523,71.24149308,2682375,2498483,93.14,183892,6.86,DDB_PD_005_AMBR_R2__S10_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,2682375,0,20-151,51,31.93191971,134.1077448,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,2741991,509564,2741991,365485964,3897402,360640431,1.325778136,0.0258,0.4304,0.5438,0,0
DDB_0143,DDB_PD_005_AMBR_R1__S10_RNAseq,3317179,2190022,250727,295956,0,0,0,0,14677,0,0,0,0,425721,137187,2889,66.02061571,3317179,3021223,91.08,295956,8.92,DDB_PD_005_AMBR_R1__S10_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3317179,0,20-151,52,30.43361585,134.1572656,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,3459399,631683,3459399,472473539,3287204,465860967,1.399564516,0.0246,0.396,0.5794,0,0
DDB_0144,DDB_PD_005_AMBR_R5__S02_RNAseq,1452977,845416,65177,319305,0,0,0,0,6486,0,0,0,0,164200,51404,989,58.18509171,1452977,1133672,78.02,319305,21.98,DDB_PD_005_AMBR_R5__S02_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,1452977,0,20-151,59,40.54890301,129.0786902,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,2010232,246434,2010232,276735748,4343886,271056661,2.052169639,0.0356,0.4285,0.5359,0,0
DDB_0145,DDB_PD_005_AMBR_5__S02_RNAseq,12452169,8924654,196815,1494681,0,0,0,0,16973,0,0,0,0,1206887,603361,8798,71.67148149,12452169,10957488,88,1494681,12,DDB_PD_005_AMBR_5__S02_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12452169,0,20-151,51,19.20766824,137.9830037,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,12516512,2358103,12516512,1748365714,29833256,1713062716,2.019199857,0.0185,0.4489,0.5326,0,0
DDB_0146,DDB_PD_005_AMBR_R6__S02_RNAseq,1761410,985531,166528,334260,0,0,0,0,10665,0,0,0,0,201655,61175,1596,55.95125496,1761410,1427150,81.02,334260,18.98,DDB_PD_005_AMBR_R6__S02_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,1761410,0,20-151,57,37.3111829,128.0551927,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,2109132,296736,2109132,244223736,14650788,228972304,6.244860655,0.0371,0.4053,0.5576,0,0
DDB_0147,DDB_PD_005_AMBR_R5__S07_RNAseq,2017297,1248147,53979,450212,0,0,0,0,19212,0,0,0,0,199700,45099,948,61.87224786,2017297,1567085,77.68,450212,22.32,DDB_PD_005_AMBR_R5__S07_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,2017297,0,20-151,52,44.75099266,119.4960911,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,2705790,462330,2705790,349783015,4423906,342723500,2.018255518,0.032,0.399,0.569,0,0
DDB_0149,DDB_PD_005_AMBR_6__S07_RNAseq,13730970,9440339,278906,1864306,0,0,0,0,15138,0,0,0,0,1523222,599511,9548,68.7521639,13730970,11866664,86.42,1864306,13.58,DDB_PD_005_AMBR_6__S07_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13730970,0,20-151,51,22.27645944,137.2481059,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,13890018,2673525,13890018,1919455457,31377925,1881802433,1.961651356,0.0183,0.4361,0.5456,0,0
DDB_0150,DDB_PD_005_AMBR_R5__S10_RNAseq,3461363,2421249,59638,247564,0,0,0,0,22138,0,0,0,0,552609,154772,3393,69.95073906,3461363,3213799,92.85,247564,7.15,DDB_PD_005_AMBR_R5__S10_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3461363,0,20-151,51,30.52493781,128.051688,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,3531816,672684,3531816,449350897,4761791,443193950,1.370186872,0.033,0.424,0.543,0,0
DDB_0151,DDB_PD_005_AMBR_R6__S10_RNAseq,4013169,2696716,182610,248024,0,0,0,0,41559,0,0,0,0,667287,173296,3677,67.19667176,4013169,3765145,93.82,248024,6.18,DDB_PD_005_AMBR_R6__S10_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4013169,0,20-151,51,26.76015118,120.9310081,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,pass,4055833,813450,4055833,491625612,4156488,485707326,1.203819707,0.0408,0.4077,0.5515,0,0
DDB_0152,DDB_PD_005_AMBR_R3__S02_RNAseq,4880822,3803011,45716,235749,0,0,0,0,9104,0,0,0,0,533273,249819,4150,77.91742866,4880822,4645073,95.17,235749,4.83,DDB_PD_005_AMBR_R3__S02_RNAseq_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4880822,0,20-151,51,20.30019675,136.9121207,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,4884718,888724,4884718,673507453,2660216,668703990,0.713201165,0.0206,0.4482,0.5312,0,0
DDB_0153,DDB_PD_005_AMBR_R4__S02_RNAseq,3526819,2232043,390305,340362,0,0,0,0,17129,0,0,0,0,408210,135642,3128,63.28771054,3526819,3186457,90.35,340362,9.65,DDB_PD_005_AMBR_R4__S02_RNAseq_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3526819,0,20-151,53,33.47797283,129.852898,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,4921387,714266,4921387,511581923,51590188,458544023,10.36743044,0.0338,0.4066,0.5596,0,0
