precise_ID,sample_id,Total,Assigned,Unassigned_rRNA,Unassigned_Unmapped,Unassigned_Read_Type,Unassigned_Singleton,Unassigned_MappingQuality,Unassigned_Chimera,Unassigned_FragmentLength,Unassigned_Duplicate,Unassigned_MultiMapping,Unassigned_Secondary,Unassigned_NonSplit,Unassigned_NoFeatures,Unassigned_Overlapping_Length,Unassigned_Ambiguity,percent_assigned,reads_processed,reads_aligned,reads_aligned_percentage,not_aligned,not_aligned_percentage,Filename,File type,Encoding,Total Sequences,Sequences flagged as poor quality,Sequence length,%GC,total_deduplicated_percentage,avg_sequence_length,basic_statistics,per_base_sequence_quality,per_sequence_quality_scores,per_base_sequence_content,per_sequence_gc_content,per_base_n_content,sequence_length_distribution,sequence_duplication_levels,overrepresented_sequences,adapter_content,per_tile_sequence_quality,r_processed,r_with_adapters,r_written,bp_processed,quality_trimmed,bp_written,percent_trimmed,pe_sense,pe_antisense,failed,se_sense,se_antisense
ecoli_00145,ssw__wt_xyl__1,3828665,2516665,1626,61105,0,0,0,0,15029,0,0,0,0,1020146,134097,79997,65.7321808,3828665,3767560,98.4,61105,1.6,ecoli_00145_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3828665,0,20-35,50,24.45152282,34.51642021,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,3844985,1059935,3844985,134574475,150821,133016639,1.157601395,0.0354,0.5039,0.4607,,
ecoli_00146,ssw__glc_ale1__1,5684743,4250634,937,299930,0,0,0,0,3612,0,0,0,0,885124,238120,6386,74.77266782,5684743,5384813,94.72,299930,5.28,ecoli_00146_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5684743,0,20-150,51,27.67884554,136.7837941,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,5689368,3217918,5689368,853405200,7900929,781011316,8.482943858,0.0155,0.4541,0.5304,,
ecoli_00147,ssw__glc_ale2__1,6052480,4665956,654,307263,0,0,0,0,3716,0,0,0,0,767456,300590,6845,77.09163847,6052480,5745217,94.92,307263,5.08,ecoli_00147_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6052480,0,20-150,51,27.60292548,138.409222,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,6057659,3195971,6057659,908648850,4990175,841685922,7.369505613,0.0174,0.4583,0.5243,,
ecoli_00148,ssw__glc_ale3__1,6433834,4952872,481,330963,0,0,0,0,6451,0,0,0,0,806169,328134,8764,76.98165666,6433834,6102871,94.86,330963,5.14,ecoli_00148_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6433834,0,20-150,51,26.97236585,137.7146025,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,6439613,3436644,6439613,965941950,8274882,890237265,7.837394887,0.0174,0.4684,0.5143,,
ecoli_00149,ssw__glyc_ale1__1,5018265,3777215,746,285257,0,0,0,0,3675,0,0,0,0,743514,201566,6292,75.2693411,5018265,4733008,94.32,285257,5.68,ecoli_00149_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5018265,0,20-150,51,28.86084263,138.1226717,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,5023209,2693950,5023209,753481350,5634056,696462408,7.567399246,0.0145,0.455,0.5305,,
ecoli_00150,ssw__glyc_ale2__1,5859971,4414141,7891,306397,0,0,0,0,4258,0,0,0,0,818460,302245,6579,75.327011,5859971,5553574,94.77,306397,5.23,ecoli_00150_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5859971,0,20-150,51,23.77647975,137.3858958,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,5865488,3225866,5865488,879823200,5095841,809226010,8.024020053,0.0176,0.4641,0.5183,,
ecoli_00151,ssw__xyl_ale1__1,3906008,1537833,1479914,55929,0,0,0,0,9857,0,0,0,0,685139,94728,42608,39.37096391,3906008,3850079,98.57,55929,1.43,ecoli_00151_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3906008,0,20-35,52,21.22228173,34.53926618,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,3922738,1151666,3922738,137295830,143152,135630362,1.21305068,0.4081,0.3212,0.2707,,
ecoli_00152,ssw__xyl_ale2__1,3787844,2268424,6136,48070,0,0,0,0,12774,0,0,0,0,1254473,129678,68289,59.8869436,3787844,3739774,98.73,48070,1.27,ecoli_00152_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3787844,0,20-35,52,28.00486775,34.58993427,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,3804115,1086071,3804115,133144025,142150,131563816,1.186841843,0.1684,0.4225,0.4092,,
ecoli_00153,ssw__xyl_ale3__1,4295672,2332693,858353,66214,0,0,0,0,10435,0,0,0,0,830152,131091,66734,54.30333135,4295672,4229458,98.46,66214,1.54,ecoli_00153_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4295672,0,20-35,52,24.45906906,34.58862734,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,4313072,1237211,4313072,150957520,161736,149160938,1.190124215,0.2353,0.3913,0.3733,,
ecoli_00154,ssw__glc_ac_ac2__1,4593070,3198723,6758,68768,0,0,0,0,10582,0,0,0,0,1050183,183226,74830,69.64237427,4593070,4524302,98.5,68768,1.5,ecoli_00154_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4593070,0,20-35,49,22.73635154,34.50403608,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,4614203,1272479,4614203,161497105,163734,159627611,1.157602175,0.0554,0.5168,0.4278,,
ecoli_00155,ssw__glc_ac_glc1__1,5699287,2481254,1780814,302990,0,0,0,0,1785,0,0,0,0,955337,172578,4529,43.53621778,5699287,5396297,94.68,302990,5.32,ecoli_00155_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5699287,0,20-150,52,23.70096254,137.1766247,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,,5706374,3256075,5706374,855956100,2590925,785713749,8.206302987,0.3494,0.3496,0.301,,
ecoli_00156,ssw__glc_ac_glc2__1,4833809,14785,3893423,251465,0,0,0,0,3031,0,0,0,0,667023,4050,32,0.30586645,4833809,4582344,94.8,251465,5.2,ecoli_00156_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4833809,0,20-150,53,13.0435589,135.1767378,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,4841148,2949294,4841148,726172200,1536519,656317481,9.619580452,0.8505,0.0637,0.0858,,
ecoli_00157,ssw__glc_glyc_glc__1,4209432,2907918,8649,53172,0,0,0,0,12461,0,0,0,0,996647,151244,79341,69.08100665,4209432,4156260,98.74,53172,1.26,ecoli_00157_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4209432,0,20-35,52,27.90721879,34.5838296,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,4226462,1219209,4226462,147926170,158304,146146514,1.203070424,0.1147,0.4291,0.4561,,
ecoli_00158,ssw__glc_glyc_glyc__1,3632658,2095283,833368,64708,0,0,0,0,11881,0,0,0,0,453143,110608,63667,57.67906035,3632658,3567950,98.22,64708,1.78,ecoli_00158_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3632658,0,20-35,52,25.81226632,34.57789035,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,3648147,1077184,3648147,127685145,133920,126124858,1.221980051,0.2591,0.3538,0.3871,,
ecoli_00159,ssw__glc_xyl_glc__1,4085490,2994484,4196,53984,0,0,0,0,12138,0,0,0,0,746246,180370,94072,73.29559,4085490,4031506,98.68,53984,1.32,ecoli_00159_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4085490,0,20-35,52,26.96604868,34.5797285,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,4103006,1191395,4103006,143605210,156046,141858523,1.21631172,0.0787,0.4089,0.5123,,
ecoli_00160,ssw__glc_xyl_xyl__1,4161897,2670926,22081,59016,0,0,0,0,20149,0,0,0,0,1148384,150265,91076,64.17568719,4161897,4102881,98.58,59016,1.42,ecoli_00160_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4161897,0,20-35,51,24.6835218,34.53473428,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,4181278,1296175,4181278,146344730,704239,143891372,1.676423879,0.184,0.3688,0.4472,,
ecoli_00169,ica__wt_glc__1,14059527,11830212,3937,482039,0,0,0,0,72979,0,0,0,0,880214,538177,251969,84.14374111,14059527,13577488,96.57,482039,3.43,ecoli_00169_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14059527,0,20-101,51,16.11620892,99.76953919,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,14079450,4280257,14079450,1422024450,5448109,1410357773,0.820427314,0.014,0.4082,0.5779,,
ecoli_00170,ica__wt_glc__2,13335173,11223362,3820,422689,0,0,0,0,77651,0,0,0,0,858610,518337,230704,84.16360253,13335173,12912484,96.83,422689,3.17,ecoli_00170_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13335173,0,20-101,50,15.43083956,99.58942175,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,13351511,4080964,13351511,1348502611,4666478,1337732608,0.79866386,0.0138,0.4048,0.5814,,
ecoli_00171,ica__wt_glc__3,11008873,9099398,1411,383119,0,0,0,0,989,0,0,0,0,1078523,383821,61612,82.65512737,11008873,10625754,96.52,383119,3.48,ecoli_00171_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11008873,0,20-101,51,20.1247513,99.30426484,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,11031928,3168742,11031928,1114224728,7856469,1101255512,1.163967705,0.0131,0.4378,0.5492,,
ecoli_00172,ica__wt_glc__4,7723055,6071575,3199,339852,0,0,0,0,21913,0,0,0,0,880596,338946,66974,78.61623412,7723055,7383203,95.6,339852,4.4,ecoli_00172_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7723055,0,20-101,51,17.82999664,99.76304506,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,7751299,2228553,7751299,782881199,7552002,771987704,1.391462078,0.0184,0.4457,0.536,,
ecoli_00173,ica__arg_sbt__1,13311287,10865627,9645,425940,0,0,0,0,40811,0,0,0,0,1391485,425841,151938,81.62717099,13311287,12885347,96.8,425940,3.2,ecoli_00173_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13311287,0,20-101,51,17.61118668,99.7556337,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,13324226,4033369,13324226,1345746826,3649203,1336019748,0.722801482,0.0154,0.4342,0.5504,,
ecoli_00174,ica__arg_sbt__2,13703063,10882410,8443,547122,0,0,0,0,115810,0,0,0,0,1441198,502376,205704,79.4158941,13703063,13155941,96.01,547122,3.99,ecoli_00174_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13703063,0,20-101,50,15.92223754,99.61028596,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,13721416,4191441,13721416,1385863016,4839111,1374966068,0.786293297,0.014,0.4436,0.5424,,
ecoli_00175,ica__cytd_rib__1,14041203,11229620,4909,576454,0,0,0,0,108581,0,0,0,0,1481050,504372,136217,79.97619577,14041203,13464749,95.89,576454,4.11,ecoli_00175_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14041203,0,20-101,50,16.18554887,99.61296265,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,14059012,4334848,14059012,1419960212,4771742,1408897381,0.779094436,0.0172,0.4581,0.5247,,
ecoli_00176,ica__cytd_rib__2,13844790,11157405,5419,446731,0,0,0,0,99688,0,0,0,0,1501378,500773,133396,80.58919637,13844790,13398059,96.77,446731,3.23,ecoli_00176_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13844790,0,20-101,51,17.76929513,99.76696866,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,,13860947,4302186,13860947,1399955647,4447183,1389199804,0.76829884,0.0193,0.4511,0.5296,,
ecoli_00177,ica__gth__1,7918088,5874522,6380,243833,0,0,0,0,1069,0,0,0,0,1499533,259264,33487,74.19116837,7918088,7674255,96.92,243833,3.08,ecoli_00177_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7918088,0,20-101,52,18.71600713,99.69572958,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,,7930536,2292567,7930536,800984136,4380345,792591372,1.04780652,0.0158,0.5283,0.4558,,
ecoli_00178,ica__gth__2,7663600,5893603,6678,146173,0,0,0,0,1203,0,0,0,0,1380927,223651,11365,76.90384415,7663600,7517427,98.09,146173,1.91,ecoli_00178_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7663600,0,20-101,52,18.08475766,99.57367347,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,,7669728,2302404,7669728,774642528,2479237,767302189,0.94757759,0.0161,0.5162,0.4677,,
ecoli_00179,ica__leu_glcr__1,12872555,10141476,8218,538805,0,0,0,0,97558,0,0,0,0,1363090,528049,195359,78.78370689,12872555,12333750,95.81,538805,4.19,ecoli_00179_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12872555,0,20-101,51,17.15320725,99.74774037,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,12896277,3976006,12896277,1302523977,5781964,1290735860,0.905021113,0.0173,0.4403,0.5423,,
ecoli_00180,ica__leu_glcr__2,13591553,10861556,9576,524540,0,0,0,0,84362,0,0,0,0,1348702,574251,188566,79.91401718,13591553,13067013,96.14,524540,3.86,ecoli_00180_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13591553,0,20-101,51,17.42711165,99.75494544,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,13608258,4197648,13608258,1374434058,4487729,1363668806,0.783249799,0.0182,0.4422,0.5396,,
ecoli_00181,ica__met_glc__1,10310512,8496124,3358,371501,0,0,0,0,83860,0,0,0,0,731972,451180,172517,82.40254218,10310512,9939011,96.4,371501,3.6,ecoli_00181_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10310512,0,20-101,51,18.81952225,99.6757934,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,10325737,3220867,10325737,1042899437,3732864,1033783448,0.874100481,0.0165,0.4013,0.5822,,
ecoli_00182,ica__met_glc__2,12350619,10181559,2825,449103,0,0,0,0,86451,0,0,0,0,888359,535488,206834,82.43764138,12350619,11901516,96.36,449103,3.64,ecoli_00182_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12350619,0,20-101,50,15.68642936,99.59353778,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,12363848,3854671,12363848,1248748648,3650543,1239006456,0.78015636,0.0152,0.4014,0.5833,,
ecoli_00183,ica__no3_anaero__1,8407486,6526440,2052,389881,0,0,0,0,24602,0,0,0,0,1045560,354240,64711,77.62653426,8407486,8017605,95.36,389881,4.64,ecoli_00183_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8407486,0,20-101,50,23.28715436,99.20604661,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,8441355,2407575,8441355,852576855,8599765,840298794,1.44011193,0.0204,0.4773,0.5022,,
ecoli_00184,ica__no3_anaero__2,8370565,6447407,936,403418,0,0,0,0,24940,0,0,0,0,1070974,355581,67309,77.02475281,8370565,7967147,95.18,403418,4.82,ecoli_00184_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8370565,0,20-101,51,17.97960318,99.76382574,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,,8408759,2398544,8408759,849284659,9377853,836351763,1.52279873,0.0196,0.4707,0.5097,,
ecoli_00185,ica__phe_acgam__1,14745471,12030396,6167,492183,0,0,0,0,90952,0,0,0,0,1286953,597965,240855,81.58705816,14745471,14253288,96.66,492183,3.34,ecoli_00185_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14745471,0,20-101,52,18.2084882,99.79314598,pass,pass,pass,warn,warn,pass,warn,fail,warn,pass,,14766394,4441014,14766394,1491405794,5565957,1479681632,0.786114822,0.0169,0.4191,0.5641,,
ecoli_00186,ica__phe_acgam__2,13794528,11301889,4074,453450,0,0,0,0,102843,0,0,0,0,1128983,553619,249670,81.9302335,13794528,13341078,96.71,453450,3.29,ecoli_00186_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13794528,0,20-101,51,16.60933354,99.62332992,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,13811812,4158094,13811812,1394993012,4946215,1384322544,0.764911932,0.0149,0.4174,0.5677,,
ecoli_00187,ica__thm_gal__1,14769152,11865814,4140,545566,0,0,0,0,119566,0,0,0,0,1463269,545726,225071,80.34187745,14769152,14223586,96.31,545566,3.69,ecoli_00187_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14769152,0,20-101,50,16.94387138,99.61259143,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,14792483,4452769,14792483,1494040783,5910677,1481982288,0.807106147,0.0171,0.432,0.551,,
ecoli_00188,ica__thm_gal__2,15217275,12174691,4006,540438,0,0,0,0,110582,0,0,0,0,1608254,541106,238198,80.00572376,15217275,14676837,96.45,540438,3.55,ecoli_00188_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,15217275,0,20-101,51,17.30374486,99.62438925,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,15242149,4569031,15242149,1539457049,6042771,1527135268,0.800397842,0.0184,0.4371,0.5444,,
ecoli_00189,ica__tyr_glcn__1,14308827,11704404,4274,538630,0,0,0,0,124034,0,0,0,0,1146217,569308,221960,81.79848705,14308827,13770197,96.24,538630,3.76,ecoli_00189_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14308827,0,20-101,50,15.70953587,99.54173728,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,14329383,4406996,14329383,1447267683,5449703,1434728326,0.866415878,0.0162,0.4004,0.5834,,
ecoli_00190,ica__tyr_glcn__2,13566819,11170250,4840,506395,0,0,0,0,117664,0,0,0,0,995142,526758,245770,82.33507059,13566819,13060424,96.27,506395,3.73,ecoli_00190_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13566819,0,20-101,51,18.22597005,99.72703948,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,13588624,4171069,13588624,1372451024,5602523,1360262512,0.888083566,0.0165,0.3966,0.5869,,
ecoli_00191,ica__ura_pyr__1,8159938,6275843,2287,408844,0,0,0,0,34522,0,0,0,0,1022886,338929,76627,76.91042505,8159938,7751094,94.99,408844,5.01,ecoli_00191_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8159938,0,20-101,51,17.60771239,99.76674798,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,,8197734,2315828,8197734,827971134,9436394,815106563,1.553746317,0.0316,0.4284,0.5399,,
ecoli_00192,ica__ura_pyr__2,9343226,7207991,1222,451258,0,0,0,0,32229,0,0,0,0,1189455,377144,83927,77.146705,9343226,8891968,95.17,451258,4.83,ecoli_00192_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9343226,0,20-101,50,22.09579278,99.16730945,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,9387835,2666707,9387835,948171335,10718669,933506482,1.546645892,0.0192,0.439,0.5418,,
ecoli_00193,ica__wt_glc__5,7998898,6417439,379,417589,0,0,0,0,67916,0,0,0,0,663711,327907,103957,80.22903905,7998898,7581309,94.78,417589,5.22,ecoli_00193_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7998898,0,20-101,50,25.3327741,99.23552444,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,8026594,2388279,8026594,810685994,7775889,799523657,1.376900191,0.0163,0.4296,0.5541,,
ecoli_00194,ica__wt_glc__6,8592205,6965867,283,382257,0,0,0,0,79748,0,0,0,0,698048,350962,115040,81.07193671,8592205,8209948,95.55,382257,4.45,ecoli_00194_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8592205,0,20-101,51,19.42881606,99.76483638,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,8612655,2572612,8612655,869878155,6305905,859899237,1.147162731,0.0163,0.4285,0.5552,,
ecoli_00195,ica__bw_delpurR_cytd__1,8927508,7073577,1589,397896,0,0,0,0,74826,0,0,0,0,895785,370018,113817,79.23349943,8927508,8529612,95.54,397896,4.46,ecoli_00195_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8927508,0,20-101,51,18.01951597,99.76603639,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,8952048,2663620,8952048,904156848,7246862,893109704,1.221817213,0.0302,0.4234,0.5464,,
ecoli_00196,ica__bw_delpurR_cytd__2,7326270,5236105,1439,477586,0,0,0,0,81177,0,0,0,0,1107219,321443,101301,71.47027068,7326270,6848684,93.48,477586,6.52,ecoli_00196_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7326270,0,20-101,50,25.69683474,99.23265454,pass,pass,pass,warn,warn,pass,warn,fail,fail,pass,,7364507,2214948,7364507,743815207,8235523,732314895,1.546124883,0.0305,0.4542,0.5153,,
ecoli_00197,ica__ade_glc__1,9053003,6621313,840,530427,0,0,0,0,101519,0,0,0,0,1263638,406187,129079,73.1394102,9053003,8522576,94.14,530427,5.86,ecoli_00197_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9053003,0,20-101,50,24.04270145,99.22069947,pass,pass,pass,warn,warn,pass,warn,fail,fail,pass,,9113140,2734343,9113140,920427140,11578159,904831725,1.694367139,0.0269,0.4551,0.518,,
ecoli_00198,ica__ade_glc__2,4611317,3566813,364,279197,0,0,0,0,67926,0,0,0,0,435346,189651,72020,77.3491174,4611317,4332120,93.95,279197,6.05,ecoli_00198_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4611317,0,20-101,50,30.2760218,99.15932997,pass,pass,pass,warn,warn,pass,warn,fail,warn,pass,,4646052,1382575,4646052,469251252,6667367,460619488,1.839475966,0.0236,0.4245,0.5519,,
ecoli_00199,ytf__wt_glc__1,12869990,10571792,14680,482908,0,0,0,0,74738,0,0,0,0,1041030,545866,138976,82.14296981,12869990,12387082,96.25,482908,3.75,ecoli_00199_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12869990,0,20-101,50,17.76137807,99.61887942,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,12886326,3991599,12886326,1301518926,4241603,1291506626,0.769278095,0.0184,0.4336,0.5481,,
ecoli_00200,ytf__wt_glc__2,11583932,9584139,10403,288579,0,0,0,0,142189,0,0,0,0,901589,499703,157330,82.73649224,11583932,11295353,97.51,288579,2.49,ecoli_00200_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11583932,0,20-101,50,15.52022073,99.62110275,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,11608719,3631688,11608719,1172480619,4774565,1162486753,0.852369399,0.0193,0.4336,0.5472,,
ecoli_00201,ytf__delyafC__1,11665432,9179969,7138,535315,0,0,0,0,118030,0,0,0,0,1291722,418731,114527,78.69377662,11665432,11130117,95.41,535315,4.59,ecoli_00201_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11665432,0,20-101,50,18.65711416,99.58574256,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,11683188,3610202,11683188,1180001988,4513594,1170253630,0.826130642,0.0198,0.4611,0.5191,,
ecoli_00202,ytf__delyafC__2,11768486,8955321,238273,498761,0,0,0,0,112087,0,0,0,0,1447103,409876,107065,76.09577817,11768486,11269725,95.76,498761,4.24,ecoli_00202_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11768486,0,20-101,51,16.63638915,99.76625269,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,,11785423,3650107,11785423,1190327723,4319759,1180744008,0.80513247,0.0184,0.4698,0.5119,,
ecoli_00203,ytf__delyeiE__1,10044662,8066107,6527,403414,0,0,0,0,153670,0,0,0,0,873971,386137,154836,80.30242332,10044662,9641248,95.98,403414,4.02,ecoli_00203_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10044662,0,20-101,51,18.31009378,99.79498285,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,10065487,3075817,10065487,1016614187,4491377,1007728126,0.874083907,0.02,0.4433,0.5367,,
ecoli_00204,ytf__delyeiE__2,9380923,7516395,6056,337520,0,0,0,0,169851,0,0,0,0,815212,373279,162610,80.12425856,9380923,9043403,96.4,337520,3.6,ecoli_00204_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9380923,0,20-101,50,18.0020055,99.60400315,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,9400831,2881044,9400831,949483931,4073973,941281937,0.863837052,0.02,0.4262,0.5537,,
ecoli_00205,ytf__delyiaJ__1,13499066,10832447,5289,653315,0,0,0,0,83746,0,0,0,0,1274475,528759,121035,80.24589998,13499066,12845751,95.16,653315,4.84,ecoli_00205_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13499066,0,20-101,50,17.66360684,99.5990127,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,13518649,4224980,13518649,1365383549,4918059,1354354620,0.807753177,0.0222,0.4443,0.5335,,
ecoli_00206,ytf__delyiaJ__2,12718089,10132952,12589,564924,0,0,0,0,75256,0,0,0,0,1315972,507360,109036,79.67354215,12718089,12153165,95.56,564924,4.44,ecoli_00206_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12718089,0,20-101,51,17.62622831,99.76585838,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,,12732089,3994893,12732089,1285940989,4145940,1276014298,0.771939855,0.02,0.4558,0.5242,,
ecoli_00207,ytf__delyieP__1,11459042,8643447,4217,601373,0,0,0,0,69012,0,0,0,0,1586712,447470,106811,75.42905419,11459042,10857669,94.75,601373,5.25,ecoli_00207_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11459042,0,20-101,51,19.16411085,99.73454936,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,11472322,3586338,11472322,1158704522,3826875,1149314727,0.810370101,0.0234,0.4796,0.4971,,
ecoli_00208,ytf__delyieP__2,11795458,9199086,6545,530558,0,0,0,0,64270,0,0,0,0,1392944,486341,115714,77.98837485,11795458,11264900,95.5,530558,4.5,ecoli_00208_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11795458,0,20-101,51,18.22640452,99.73986919,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,11813712,3725795,11813712,1193184912,4395957,1183094966,0.845631377,0.0222,0.4758,0.502,,
ecoli_00209,ytf__wt_ph5__1,10285568,8115970,5568,468168,0,0,0,0,79833,0,0,0,0,1082842,417412,115775,78.90638611,10285568,9817400,95.45,468168,4.55,ecoli_00209_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10285568,0,21-101,51,18.86261445,99.73298256,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,10298220,3174720,10298220,1040120220,3568903,1031971080,0.783480587,0.0201,0.4521,0.5278,,
ecoli_00210,ytf__wt_ph5__2,14650086,11419959,9850,698490,0,0,0,0,103557,0,0,0,0,1665061,593851,159318,77.95148097,14650086,13951596,95.23,698490,4.77,ecoli_00210_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14650086,0,20-101,50,16.11345622,99.57801272,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,14673943,4504017,14673943,1482068243,5892270,1469571695,0.843183036,0.0208,0.4579,0.5213,,
